Person,Total Gross,# Movies,Average,#1 Picture,Gross
Charles Shyer,$150.00 ,4,$37.50 ,Private Benjamin,$69.80 
Virginie Silla,$218.80 ,6,$36.50 ,Lucy,$126.70 
Amanda Silver,$385.30 ,2,$192.70 ,Dawn of the Planet of the Apes,$208.50 
Casey Silver,$179.30 ,4,$44.80 ,Ladder 49,$74.50 
Jeffrey Silver,"$2,004.30 ",33,$60.70 ,Beauty and the Beast,$504.00 
Joel Silver,"$3,692.10 ",69,$53.50 ,The Matrix Reloaded,$281.60 
Nikki Silver,$45.10 ,1,$45.10 ,The Giver,$45.10 
Robert Simonds,"$1,464.50 ",33,$44.40 ,Big Daddy,$163.50 
Bryan Singer,"$1,066.10 ",8,$133.30 ,X-Men: Days of Future Past,$233.90 
Eric Warren Singer,$150.10 ,1,$150.10 ,American Hustle,$150.10 
Jeff Skoll,$874.40 ,32,$27.30 ,Lincoln,$182.20 
John Sloss,$177.10 ,49,$3.60 ,Boyhood,$25.40 
Robert Smigel,$392.20 ,3,$130.70 ,Hotel Transylvania 2,$169.70 
Jonah Smith,$18.10 ,5,$3.60 ,The Clearing,$5.80 
Molly Smith,$368.20 ,4,$92.00 ,The Blind Side,$256.00 
Will Smith,"$1,301.00 ",14,$92.90 ,Hancock,$227.90 
Juliet Snowden,$50.90 ,1,$50.90 ,Ouija,$50.90 
Deborah Snyder,"$1,875.80 ",9,$208.40 ,Wonder Woman,$412.60 
Zack Snyder,$880.60 ,4,$220.20 ,Wonder Woman,$412.60 
Steven Soderbergh,$479.90 ,22,$21.80 ,Contagion,$75.70 
Courtney Solomon,$14.10 ,2,$7.10 ,Getaway (2013),$10.50 
Ed Solomon,$16.30 ,2,$8.20 ,Imagine That,$16.10 
Todd Solondz,$4.60 ,1,$4.60 ,Welcome to the Dollhouse,$4.60 
Stephen Sommers,$711.00 ,6,$118.50 ,Night at the Museum,$250.90 
Barry Sonnenfeld,$530.00 ,8,$66.30 ,Enchanted,$127.80 
Mireille Soria,"$1,016.20 ",8,$127.00 ,Madagascar 3,$216.40 
Kevin Spacey,$124.30 ,3,$41.40 ,Captain Phillips,$107.10 
Steven Spielberg,"$7,763.10 ",70,$110.90 ,Jurassic World,$652.30 
J.C. Spink,"$1,422.20 ",16,$88.90 ,The Hangover,$277.30 
Morgan Spurlock,$41.50 ,5,$8.30 ,One Direction: This is Us,$28.90 
Chad Stahelski,$43.00 ,1,$43.00 ,John Wick,$43.00 
Sylvester Stallone,$20.20 ,1,$20.20 ,Homefront,$20.20 
Andrew Stanton,$443.70 ,2,$221.90 ,Brave,$237.30 
James D. Stern,$244.60 ,20,$12.20 ,Looper,$66.50 
Jay Stern,$812.00 ,11,$73.80 ,Rush Hour 2,$226.20 
Denis L. Stewart,$501.70 ,4,$125.40 ,Iron Man 2,$312.40 
Lisa Stewart,$418.30 ,5,$83.70 ,Monsters Vs. Aliens,$198.40 
Scott Charles Stewart,$40.20 ,1,$40.20 ,Legion,$40.20 
Ben Stiller,$763.30 ,13,$58.70 ,Megamind,$148.40 
Whit Stillman,$14.20 ,4,$3.60 ,Barcelona,$7.30 
Erwin Stoff,"$1,731.30 ",25,$69.30 ,I Am Legend,$256.40 
Chris Stokes,$172k,1,$172k,Battlefield America,$172k
Nick Stoller,$241.30 ,4,$60.30 ,The Muppets,$88.60 
Greg Strause,$21.40 ,1,$21.40 ,Skyline,$21.40 
Barbra Streisand,$37.10 ,1,$37.10 ,The Guilt Trip,$37.10 
Danny Strong,$116.60 ,1,$116.60 ,The Butler,$116.60 
Scott Stuber,"$1,603.80 ",23,$69.70 ,Ted,$218.80 
John Sullivan,$7.70 ,1,$7.70 ,Expelled: No Intelligence Allowed,$7.70 
Spencer Susser,$383k,1,$383k,Hesher,$383k
Joe Swanberg,$521k,5,$104k,Drinking Buddies,$343k
Hilary Swank,$96.70 ,5,$19.30 ,Something Borrowed,$39.00 
Nick Swardson,$2.50 ,1,$2.50 ,Bucky Larson,$2.50 
Mark Swift,$479.80 ,3,$159.90 ,Madagascar 3,$216.40 
Jorma Taccone,$9.60 ,1,$9.60 ,Popstar,$9.60 
Michael Tadross,"$1,315.30 ",16,$82.20 ,I Am Legend,$256.40 
Quentin Tarantino,$99.00 ,7,$14.10 ,Hero,$53.70 
Channing Tatum,$509.90 ,4,$127.50 ,22 Jump Street,$191.70 
Paul Taublieb,$125.00 ,1,$125.00 ,The Vow,$125.00 
Brian Taylor,$20.60 ,2,$10.30 ,Gamer,$20.50 
Tate Taylor,$169.70 ,2,$84.90 ,The Help,$169.70 
Julie Taymor,$2.30 ,2,$1.10 ,Titus,$2.00 
Charlize Theron,$16.30 ,1,$16.30 ,Young Adult,$16.30 
Bradley Thomas,$746.90 ,15,$49.80 ,Something About Mary,$176.50 
Emma Thomas,"$2,320.60 ",12,$193.40 ,The Dark Knight,$534.90 
Nicholas Thomas,$82.40 ,1,$82.40 ,Let's Be Cops,$82.40 
Paul Tibbitt,$163.00 ,1,$163.00 ,SpongeBob,$163.00 
"George Tillman, Jr.",$202.60 ,6,$33.80 ,Barbershop,$75.80 
Steve Tisch,"$1,326.60 ",30,$44.20 ,Forrest Gump,$330.30 
Michael Tollin,$458.50 ,12,$38.20 ,Norbit,$95.70 
Tucker Tooley,"$1,244.90 ",36,$34.60 ,We're the Millers,$150.40 
Clayton Townsend,$799.10 ,15,$53.30 ,Bridesmaids,$169.10 
Jeff Tremaine,$356.30 ,4,$89.10 ,Jackass 3-D,$117.20 
Colin Trevorrow,$4.00 ,1,$4.00 ,Safety Not Guaranteed,$4.00 
Jonathan Tropper,$34.30 ,1,$34.30 ,This is Where I Leave You,$34.30 
Thomas Tull,"$5,753.70 ",39,$147.50 ,Jurassic World,$652.30 
Kevin Turen,$40.70 ,6,$6.80 ,That Awkward Moment,$26.10 
Tom Tykwer,$27.10 ,1,$27.10 ,Cloud Atlas,$27.10 
Gareth Unwin,$138.80 ,1,$138.80 ,The King's Speech,$138.80 
Mark Vahradian,"$1,807.80 ",13,$139.10 ,Transformers 2,$402.10 
David Valdes,$827.70 ,21,$39.40 ,Green Mile,$136.80 
Gus Van Sant,$32.00 ,9,$3.60 ,Psycho (1998),$21.50 
Jim Van Wyck,$904.00 ,11,$82.20 ,Armageddon,$201.60 
James Vanderbilt,$73.10 ,1,$73.10 ,White House Down,$73.10 
Richard Vane,$850.70 ,20,$42.50 ,Home Alone 2: Lost in New York,$173.60 
Nia Vardalos,$8.10 ,1,$8.10 ,Connie and Carla,$8.10 
Matthew Vaughn,$486.00 ,15,$32.40 ,Kingsman,$128.30 
Vince Vaughn,$519.10 ,8,$64.90 ,Four Christmases,$120.10 
Gore Verbinski,$279.10 ,4,$69.80 ,Rango,$123.50 
Conrad Vernon,$97.70 ,1,$97.70 ,Sausage Party,$97.70 
Tripp Vinson,$649.20 ,11,$59.00 ,San Andreas,$155.20 
Kenn Viselman,$1.10 ,1,$1.10 ,Oogieloves In The BIG Balloon Adventure,$1.10 
Jordan Vogt-Roberts,$1.30 ,1,$1.30 ,The Kings of Summer,$1.30 
Lilly & Lana Wachowski,$183.10 ,4,$45.80 ,V for Vendetta,$70.50 
Jeff Wadlow,$92.20 ,1,$92.20 ,Non-Stop,$92.20 
Paula Wagner,"$1,249.20 ",16,$78.10 ,War of the Worlds,$234.30 
Mark Wahlberg,$306.30 ,7,$43.80 ,The Fighter,$93.60 
David Wain,$18.30 ,3,$6.10 ,Wanderlust,$17.50 
Randall Wallace,$334.00 ,4,$83.50 ,Pearl Harbor,$198.50 
Fran Walsh,"$2,114.90 ",9,$235.00 ,Return of the King,$377.80 
James Wan,$733.90 ,11,$66.70 ,Annabelle 2,$102.10 
Tiffany Ward,$137.50 ,2,$68.80 ,Mr. Peabody & Sherman,$111.50 
Denzel Washington,$101.50 ,1,$101.50 ,The Equalizer,$101.50 
Mark S. Waters,$87.60 ,3,$29.20 ,Ghosts of Girlfriends Past,$55.30 
Scott Waugh,$117.90 ,4,$29.50 ,Act of Valor,$70.00 
Marlon Wayans,$40.00 ,1,$40.00 ,A Haunted House,$40.00 
James Weaver,$369.40 ,5,$73.90 ,Neighbors,$150.20 
Michael H. Weber,$38.90 ,2,$19.40 ,Paper Towns,$32.00 
Nick Wechsler,$532.10 ,33,$16.10 ,Magic Mike,$113.70 
Chris Wedge,$349.90 ,2,$174.90 ,Ice Age 2,$195.30 
Robert B. Weide,$404k,1,$404k,Mother Night,$404k
Peter Weir,$2.70 ,1,$2.70 ,The Way Back,$2.70 
Michelle Weisler,$272.70 ,6,$45.40 ,The Ring,$129.10 
Robert K. Weiss,$730.40 ,17,$43.00 ,Scary Movie 3,$110.00 
Rachel Weisz,$736k,1,$736k,The Shape of Things,$736k
Chris Weitz,$502.90 ,8,$62.90 ,American Pie 2,$145.10 
Paul Weitz,$377.70 ,6,$62.90 ,American Pie 2,$145.10 
John Wells,$86.80 ,17,$5.10 ,Doom,$28.20 
Richard Wenk,$101.50 ,1,$101.50 ,The Equalizer,$101.50 
Paul Wernick,$75.60 ,1,$75.60 ,Zombieland,$75.60 
Charles B. Wessler,$745.60 ,13,$57.40 ,Something About Mary,$176.50 
Leigh Whannell,$360.70 ,6,$60.10 ,Saw II,$87.00 
Joss Whedon,$42.10 ,2,$21.10 ,The Cabin in the Woods,$42.10 
Forest Whitaker,$16.10 ,1,$16.10 ,Fruitvale Station,$16.10 
Patricia Whitcher,"$1,254.30 ",11,$114.00 ,The Avengers,$623.40 
John Whitesell,$35.10 ,1,$35.10 ,Deck the Halls,$35.10 
Douglas Wick,"$1,572.90 ",21,$74.90 ,Gladiator,$187.70 
Kristen Wiig,$1.40 ,1,$1.40 ,Girl Most Likely,$1.40 
Wellesley Wild,$218.80 ,1,$218.80 ,Ted,$218.80 
Michelle Williams,$9.70 ,1,$9.70 ,Blue Valentine,$9.70 
Tom Williams,$29.40 ,2,$14.70 ,Don't Be Afraid of the Dark,$24.00 
Glenn Williamson,$112.50 ,4,$28.10 ,The Omen (2006),$54.60 
Bruce Willis,$67.30 ,1,$67.30 ,A Good Day to Die Hard,$67.30 
Colin Wilson,"$2,618.10 ",17,$154.00 ,Avatar,$760.50 
Jim Wilson,$448.00 ,10,$44.80 ,Dances with Wolves,$184.20 
Michael G. Wilson,"$1,689.10 ",14,$120.60 ,Skyfall,$304.40 
Kurt Wimmer,$73.40 ,1,$73.40 ,Law Abiding Citizen,$73.40 
Oprah Winfrey,$106.30 ,2,$53.20 ,The Hundred-Foot Journey,$54.20 
Irwin Winkler,"$1,048.20 ",29,$36.10 ,Rocky IV,$127.90 
Ralph Winter,"$1,872.40 ",25,$74.90 ,X-Men: The Last Stand,$234.40 
Len Wiseman,$62.30 ,1,$62.30 ,Underworld Awakening,$62.30 
Mike Witherill,$43.50 ,4,$10.90 ,John Wick,$43.00 
Reese Witherspoon,$240.20 ,3,$80.10 ,Gone Girl,$167.80 
James Wong,$121.20 ,4,$30.30 ,Final Destination 3,$54.10 
Skip Woods,$10.50 ,1,$10.50 ,Sabotage,$10.50 
Edgar Wright,$1.00 ,1,$1.00 ,Attack the Block,$1.00 
Richard Wright,$483.00 ,21,$23.00 ,Underworld Awakening,$62.30 
J.H. Wyman,$77.70 ,2,$38.90 ,The Mexican,$66.80 
Bob Yari,$284.50 ,21,$13.50 ,Crash,$54.60 
Ron Yerxa,$248.50 ,13,$19.10 ,Cold Mountain,$95.60 
Julie Yorn,$557.90 ,17,$32.80 ,The Other Woman,$83.90 
Alex Young,$330.60 ,5,$66.10 ,Unstoppable,$81.60 
Justin Zackham,$115.30 ,2,$57.60 ,The Bucket List,$93.50 
Craig Zadan,$547.20 ,8,$68.40 ,Chicago,$170.70 
Steven Zaillian,$149.30 ,2,$74.60 ,Girl with the Dragon Tattoo,$102.50 
George Zakk,$341.90 ,6,$57.00 ,XXX,$142.10 
David Zelon,$117.60 ,4,$29.40 ,Soul Surfer,$43.90 
Robert Zemeckis,$117.00 ,3,$39.00 ,Real Steel,$85.50 
Laura Ziskin,"$2,091.70 ",17,$123.00 ,Spider-Man,$403.70 
David Zucker,$416.60 ,10,$41.70 ,Airplane!,$83.50 
Jerry Zucker,$619.90 ,10,$62.00 ,My Best Friend's Wedding,$127.10 
Edward Zwick,$531.10 ,9,$59.00 ,Traffic,$124.10 
