Person,Total Gross,# Movies,Average,#1 Picture,Gross
Taylor Schilling,$66.20 ,3,$22.10 ,The Lucky One,$60.50 
Joseph Schneider,$15.0k,1,$15.0k,I'm Not Jesus Mommy,$15.0k
Rob Schneider,$895.10 ,17,$52.70 ,Big Daddy,$163.50 
Matthias Schoenaerts,$96.10 ,13,$7.40 ,Red Sparrow,$46.80 
Liev Schreiber,"$1,184.00 ",34,$34.80 ,X-Men Origins: Wolverine,$179.90 
Jason Schwartzman,$457.20 ,23,$19.90 ,Saving Mr. Banks,$83.30 
Arnold Schwarzenegger,"$1,885.00 ",30,$62.80 ,Terminator 2,$205.90 
David Schwimmer,$683.00 ,10,$68.30 ,Madagascar 3,$216.40 
Adam Scott,$600.00 ,27,$22.20 ,Step Brothers,$100.50 
Steven Seagal,$422.90 ,10,$42.30 ,Under Siege,$83.60 
Jason Segel,$929.40 ,15,$62.00 ,Despicable Me,$251.50 
Andy Serkis,"$4,350.90 ",26,$167.30 ,Star Wars: The Force Awakens,$936.70 
Chloe Sevigny,$107.90 ,22,$4.90 ,Zodiac,$33.10 
Rufus Sewell,$489.10 ,21,$23.30 ,Hercules,$72.70 
Amanda Seyfried,$964.10 ,25,$38.60 ,Les Miserables,$148.80 
Tupac Shakur,$83.10 ,6,$13.80 ,Poetic Justice,$27.50 
Michael Shannon,$508.90 ,20,$25.40 ,Man of Steel,$291.00 
Suraj Sharma,$161.40 ,2,$80.70 ,Life of Pi,$125.00 
Charlie Sheen,$905.90 ,31,$29.20 ,Platoon,$138.50 
Michael Sheen,"$1,603.10 ",28,$57.30 ,Alice in Wonderland,$334.20 
Tye Sheridan,$328.20 ,9,$36.50 ,X-Men: Apocalypse,$155.40 
M. Night Shyamalan,$42.30 ,1,$42.30 ,Lady in the Water,$42.30 
Gabourey Sidibe,$132.50 ,4,$33.10 ,Tower Heist,$78.00 
Sebastián Silva,$79.8k,1,$79.8k,Nasty Baby,$79.8k
Alicia Silverstone,$377.00 ,17,$22.20 ,Batman and Robin,$107.30 
Stellan Skarsgard,"$3,175.30 ",44,$72.20 ,The Avengers,$623.40 
Alexander Skarsgård,$191.40 ,8,$23.90 ,The Legend of Tarzan,$126.60 
John Slattery,$774.60 ,12,$64.60 ,Iron Man 2,$312.40 
Kodi Smit-McPhee,$440.70 ,8,$55.10 ,Dawn of the Planet of the Apes,$208.50 
Jaden Smith,$480.00 ,4,$120.00 ,The Karate Kid,$176.60 
Kevin Smith,$209.90 ,7,$30.00 ,Live Free or Die Hard,$134.50 
Maggie Smith,$688.80 ,23,$29.90 ,Sister Act,$139.60 
Will Smith,"$3,205.00 ",25,$128.20 ,Suicide Squad,$325.10 
Wesley Snipes,$976.50 ,31,$31.50 ,Blade II,$82.30 
Kang-ho Song,$14.10 ,8,$1.80 ,The Interview (2014),$6.10 
Mira Sorvino,$69.90 ,12,$5.80 ,Romy & Michele's High School Reunion,$29.20 
Kevin Spacey,"$1,530.20 ",39,$39.20 ,Superman Returns,$200.10 
David Spade,$738.50 ,14,$52.80 ,Hotel Transylvania 2,$169.70 
Octavia Spencer,"$1,096.30 ",13,$84.30 ,Zootopia,$341.30 
Morgan Spurlock,$638k,1,$638k,POM Wonderful Presents: The Greatest Movie Ever Sold,$638k
Sylvester Stallone,"$2,440.20 ",42,$58.10 ,Guardians of the Galaxy 2,$389.80 
Sebastian Stan,"$1,669.10 ",17,$98.20 ,Avengers: Infinity War,$453.10 
Jason Statham,"$1,509.20 ",32,$47.20 ,Furious 7,$353.00 
Imelda Staunton,$671.10 ,16,$41.90 ,Harry Potter / Phoenix,$292.00 
Hailee Steinfeld,$480.40 ,12,$40.00 ,Pitch Perfect 2,$184.30 
Dan Stevens,$670.20 ,9,$74.50 ,Beauty and the Beast,$504.00 
Ray Stevenson,"$1,166.80 ",16,$72.90 ,Thor: The Dark World,$206.40 
Kristen Stewart,"$1,819.90 ",30,$60.70 ,The Twilight Saga: Eclipse,$300.50 
Patrick Stewart,"$1,534.70 ",21,$73.10 ,X-Men: The Last Stand,$234.40 
Julia Stiles,"$1,041.30 ",20,$52.10 ,The Bourne Ultimatum,$227.50 
Ben Stiller,"$2,829.10 ",38,$74.50 ,Meet the Fockers,$279.30 
Emma Stone,"$1,559.20 ",19,$82.10 ,The Amazing Spider-Man,$262.00 
Sharon Stone,$743.90 ,35,$21.30 ,Total Recall,$119.40 
Meryl Streep,"$2,120.30 ",54,$39.30 ,Mamma Mia!,$144.10 
Barbra Streisand,$995.40 ,15,$66.40 ,Meet the Fockers,$279.30 
Mark Strong,"$1,233.80 ",36,$34.30 ,Sherlock Holmes,$209.00 
Jim Sturgess,$232.80 ,12,$19.40 ,21,$81.20 
Tom Sturridge,$23.80 ,8,$3.00 ,Far from the Madding Crowd,$12.20 
Jason Sudeikis,$921.30 ,19,$48.50 ,We're the Millers,$150.40 
Jeremy Sumpter,$139.90 ,4,$35.00 ,Peter Pan,$48.50 
Kiefer Sutherland,"$1,087.50 ",36,$30.20 ,Monsters Vs. Aliens,$198.40 
Hilary Swank,$475.90 ,18,$26.40 ,Million Dollar Baby,$100.50 
Nick Swardson,$792.50 ,13,$61.00 ,Grown Ups 2,$133.70 
Patrick Swayze,$574.50 ,24,$23.90 ,Ghost,$217.60 
Tilda Swinton,"$1,309.40 ",34,$38.50 ,The Chronicles of Narnia,$291.70 
Omar Sy,"$1,074.70 ",7,$153.50 ,Jurassic World,$652.30 
Jorma Taccone,$330.80 ,4,$82.70 ,The LEGO Movie,$257.80 
Quentin Tarantino,$28.70 ,2,$14.30 ,From Dusk Till Dawn,$25.80 
Channing Tatum,"$2,061.40 ",32,$64.40 ,The LEGO Movie,$257.80 
Christine Taylor,$307.90 ,7,$44.00 ,DodgeBall,$114.30 
Aimee Teegarden,$10.20 ,3,$3.40 ,Prom,$10.10 
Miles Teller,$659.90 ,16,$41.20 ,Divergent,$150.90 
Juno Temple,$396.20 ,18,$22.00 ,Maleficent,$241.40 
Charlize Theron,"$1,660.30 ",38,$43.70 ,Hancock,$227.90 
Max Thieriot,$233.50 ,9,$25.90 ,The Pacifier,$113.10 
Olivia Thirlby,$365.40 ,17,$21.50 ,Juno,$143.50 
Emma Thompson,"$1,558.10 ",32,$48.70 ,Beauty and the Beast,$504.00 
Tessa Thompson,$514.00 ,5,$102.80 ,Thor: Ragnarok,$315.10 
Bella Thorne,$324.80 ,9,$36.10 ,Alvin and the Chipmunks: The Road Chip,$85.90 
Billy Bob Thornton,"$1,056.80 ",35,$30.20 ,Armageddon,$201.60 
Uma Thurman,$774.40 ,31,$25.00 ,Pulp Fiction,$107.90 
Brenton Thwaites,$487.40 ,5,$97.50 ,Maleficent,$241.40 
Justin Timberlake,$671.50 ,15,$44.80 ,Trolls,$153.70 
Analeigh Tipton,$151.80 ,4,$37.90 ,"Crazy, Stupid, Love.",$84.40 
Marisa Tomei,"$2,030.10 ",44,$46.10 ,Captain America 3,$408.10 
Lily Tomlin,$451.60 ,20,$22.60 ,9 to 5,$103.30 
Michelle Trachtenberg,$254.20 ,8,$31.80 ,Inspector Gadget,$97.40 
John Travolta,"$2,398.80 ",45,$53.30 ,Grease,$188.80 
Stanley Tucci,"$3,758.10 ",53,$70.90 ,Beauty and the Beast,$504.00 
Chris Tucker,$797.70 ,9,$88.60 ,Rush Hour 2,$226.20 
Alan Tudyk,"$2,174.90 ",12,$181.20 ,Rogue One,$532.20 
Liv Tyler,"$1,545.60 ",23,$67.20 ,Return of the King,$377.80 
Carrie Underwood,$43.90 ,1,$43.90 ,Soul Surfer,$43.90 
Kate Upton,$128.20 ,2,$64.10 ,The Other Woman,$83.90 
Karl Urban,"$2,276.60 ",19,$119.80 ,Return of the King,$377.80 
Wilmer Valderrama,$76.80 ,8,$9.60 ,Larry Crowne,$35.60 
Nia Vardalos,$317.90 ,5,$63.60 ,My Big Fat Greek Wedding,$241.40 
Vince Vaughn,"$1,784.00 ",35,$51.00 ,The Lost World,$229.10 
Alexa Vega,$369.50 ,9,$41.10 ,Spy Kids,$112.70 
Alicia Vikander,$366.80 ,13,$28.20 ,Jason Bourne,$162.40 
Goran Visnjic,$86.10 ,7,$12.30 ,Practical Magic,$46.70 
Mike Vogel,$537.70 ,11,$48.90 ,The Help,$169.70 
Jon Voight,"$2,268.20 ",35,$64.80 ,Transformers,$319.20 
Mark Wahlberg,"$2,902.40 ",41,$70.80 ,Transformers 4,$245.40 
David Wain,$101k,2,$50.3k,Delirious (2007),$86.5k
Rhys Wakefield,$46.70 ,3,$15.60 ,Endless Love,$23.40 
Christopher Walken,"$2,093.00 ",62,$33.80 ,The Jungle Book,$364.00 
Paul Walker,"$1,644.40 ",19,$86.50 ,Furious 7,$353.00 
Quvenzhane Wallis,$253.10 ,4,$63.30 ,Trolls,$153.70 
Christoph Waltz,$994.10 ,14,$71.00 ,Spectre,$200.10 
Denzel Washington,"$2,399.90 ",46,$52.20 ,American Gangster,$130.20 
Mia Wasikowska,$534.20 ,17,$31.40 ,Alice in Wonderland,$334.20 
Katherine Waterston,$336.20 ,4,$84.00 ,Fantastic Beasts and Where To Find Them,$234.00 
Emma Watson,"$3,206.40 ",18,$178.10 ,Beauty and the Beast,$504.00 
Naomi Watts,$949.80 ,38,$25.00 ,King Kong,$218.10 
Damon Wayans,$217.40 ,11,$19.80 ,The Last Boy Scout,$59.50 
Keenen Ivory Wayans,$69.20 ,4,$17.30 ,A Low Down Dirty Shame,$29.40 
Marlon Wayans,$765.60 ,17,$45.00 ,Scary Movie,$157.00 
Shawn Wayans,$377.90 ,5,$75.60 ,Scary Movie,$157.00 
John Wayne,$8.20 ,2,$4.10 ,The Shootist,$8.10 
Sigourney Weaver,"$2,280.10 ",47,$48.50 ,Avatar,$760.50 
Hugo Weaving,"$2,189.40 ",19,$115.20 ,Fellowship of the Ring,$315.50 
Rachel Weisz,"$1,229.90 ",36,$34.20 ,Oz The Great and Powerful,$234.90 
Leigh Whannell,$89.80 ,3,$29.90 ,Insidious 4,$67.30 
Ben Whishaw,$707.20 ,14,$50.50 ,Skyfall,$304.40 
Forest Whitaker,"$2,806.20 ",56,$50.10 ,Black Panther,$693.20 
Kristen Wiig,"$2,207.70 ",32,$69.00 ,Despicable Me 2,$368.10 
Olivia Wilde,$571.50 ,21,$27.20 ,Tron Legacy,$172.10 
Gene Wilder,$357.00 ,10,$35.70 ,Blazing Saddles,$119.60 
Tom Wilkinson,"$1,207.20 ",44,$27.40 ,Rush Hour,$141.20 
Michael K. Williams,$656.10 ,15,$43.70 ,The Incredible Hulk,$134.80 
Michelle Williams,$931.50 ,30,$31.10 ,Oz The Great and Powerful,$234.90 
Robin Williams,"$3,279.30 ",50,$65.60 ,Night at the Museum,$250.90 
Bruce Willis,"$3,223.30 ",61,$52.80 ,Sixth Sense,$293.50 
Luke Wilson,$656.70 ,32,$20.50 ,Legally Blonde,$96.50 
Owen Wilson,"$2,922.50 ",43,$68.00 ,Night at the Museum,$250.90 
Patrick Wilson,$783.30 ,20,$39.20 ,The Conjuring,$137.40 
Rebel Wilson,$572.00 ,8,$71.50 ,Pitch Perfect 2,$184.30 
Oprah Winfrey,$740.40 ,9,$82.30 ,Bee Movie,$126.60 
Kate Winslet,"$1,519.30 ",34,$44.70 ,Titanic,$659.40 
Mary Elizabeth Winstead,$479.90 ,17,$28.20 ,Live Free or Die Hard,$134.50 
Reese Witherspoon,"$1,646.90 ",33,$49.90 ,Sing,$270.40 
Ellen Wong,$31.50 ,1,$31.50 ,Scott Pilgrim vs. the World,$31.50 
Elijah Wood,"$1,889.30 ",37,$51.10 ,Return of the King,$377.80 
Shailene Woodley,$583.20 ,8,$72.90 ,Divergent,$150.90 
Kenny Wormald,$64.40 ,4,$16.10 ,Footloose,$51.80 
Sam Worthington,"$1,329.90 ",15,$88.70 ,Avatar,$760.50 
Jeffrey Wright,"$2,006.10 ",26,$77.20 ,Catching Fire,$424.70 
Robin Wright,$837.20 ,7,$119.60 ,Wonder Woman,$412.60 
Anton Yelchin,"$1,090.30 ",22,$49.60 ,Star Trek,$257.70 
Donnie Yen,$804.70 ,13,$61.90 ,Rogue One,$532.20 
Michelle Yeoh,$503.30 ,10,$50.30 ,Kung Fu Panda 2,$165.20 
Renee Zellweger,"$1,198.90 ",28,$42.80 ,Chicago,$170.70 
Catherine Zeta-Jones,"$1,229.30 ",24,$51.20 ,Chicago,$170.70 
Zhang Ziyi,$485.90 ,10,$48.60 ,Rush Hour 2,$226.20 
Josh Zuckerman,$8.40 ,2,$4.20 ,Sex Drive,$8.40 
